before,dragon_rider,after,length,color
BPBBPP,BBBBBBPPBBBBB,PBBBBP,11,B
BPPPBB,PPPPPBPPPPP,BBPBBB,10,P
BBBBBB,PPPPPBPPPPPPPPPP,BPPPBP,15,P
BBBBBB,PPPPPPBBPPPPP,BPPBPP,11,P
PPPBBB,PPPPPBPPPPPP,BBBBBB,11,P
PPPPPP,BBBBBBBPPBBBBBBBB,PBBPPP,15,B
BPBBBB,PPPPPBBPPPPP,BBBBBB,10,P
PPBBBB,PPPPPPPBBPPPPP,BBBBBB,12,P
BBBPPB,PPPPPBBPPPPP,BPPPPB,10,P
BBPPBB,PPPPPBBBPPPPPPPPP,BBPBBP,14,P
PPPPBP,BBBBBPBBBBB,PBBPPB,10,B
BBBBBB,PPPPPPBPPPPP,BBBBBB,11,P
BBBPBP,BBBBBPPBBBBB,PPBBPB,10,B
BPPPPP,BBBBBBBBPBBBBBBBBBBBBBBB,PPPBBB,23,B
BPPBPP,BBBBBBBPPPBBBBB,PBBBPP,12,B
PBBPBB,PPPPPBPPPPPP,BBBPPB,11,P
BPBBBP,BBBBBBBBBBPPBBBBB,PBPPBP,15,B
PBPBBB,PPPPPBPPPPP,BBBPBP,10,P
PPBPBP,BBBBBBPBBBBB,PPPPPB,11,B
BPPBPP,BBBBBPBBBBBBBBB,PPPPBB,14,B
PPBBPP,BBBBBBPBBBBB,PPBPPP,11,B
PBBPBB,PPPPPBBPPPPP,BPPPBB,10,P
BPPBBP,BBBBBPBBBBB,PPPBPB,10,B
BBPPBB,PPPPPPPBPPPPP,BPBBBP,12,P
PBBPBP,BBBBBPBBBBB,PPPBBB,10,B
PBBBPP,BBBBBPBBBBBB,PPPBBP,11,B
PPBBBP,BBBBBBPBBBBBB,PBPPPP,12,B
BBBPPP,BBBBBPPBBBBB,PBBBBB,10,B
PPBBBB,PPPPPBBPPPPP,BPBBPP,10,P
PPBBPP,BBBBBBBPBBBBBB,PPBBPP,13,B
BBPBBP,BBBBBBPBBBBB,PBBBPB,11,B
BBBBPB,PPPPPPPPPPPBPPPPPPPPPP,BPPBBP,21,P
BPPBPP,BBBBBPBBBBBBBB,PPBBBP,13,B
BPPBBB,PPPPPPPBBPPPPPP,BBBPPB,13,P
BBPBBB,PPPPPBBPPPPP,BPBBBB,10,P
BPBPPB,PPPPPPPPPBBPPPPPP,BBBBPP,15,P
BPBBPP,BBBBBBBPBBBBB,PBBPPP,12,B
PBPBBP,BBBBBBBPBBBBB,PBBBPB,12,B
PPBPBB,PPPPPPBBPPPPP,BBBBPP,11,P
BPPBBP,BBBBBBBBPPPBBBBBBB,PBBBBB,15,B
PBPBBP,BBBBBBBBBPBBBBBBB,PPBBBB,16,B
BBBPBB,PPPPPBBBPPPPP,BBPBBB,10,P
BBPPBB,PPPPPPPPBPPPPP,BBBBBP,13,P
BPPPPP,BBBBBPPBBBBBBBB,PPBBBB,13,B
BBPBBB,PPPPPPBBPPPPP,BBPBBB,11,P
PPBPBB,PPPPPPPBBPPPPPP,BBBBPB,13,P
BPBBPB,PPPPPPPPPBBPPPPP,BBPBBB,14,P
PBPPPP,BBBBBBPPBBBBB,PBPBPP,11,B
PPBPBB,PPPPPBBPPPPPPPPP,BPBBPB,14,P
BBPBBP,BBBBBBBPBBBBB,PBBPPP,12,B
PBPPPB,PPPPPPBPPPPPP,BBBBBP,12,P
PPBPBP,BBBBBBPBBBBBBBBB,PPBPPP,15,B
PBPPBP,BBBBBPBBBBBB,PPBPPP,11,B
PBPBBB,PPPPPPBPPPPPPP,BBPPPB,13,P
PPBBBB,PPPPPPPBPPPPPPPP,BPPBPP,15,P
PBBPBB,PPPPPPPPPPPBPPPPPP,BPBPPP,17,P
BBPBPB,PPPPPPBBPPPPPPPPPP,BBBPPP,16,P
PBBPPB,PPPPPBBBPPPPPP,BBBBBP,11,P
BPPPPP,BBBBBPBBBBBBB,PBBPBP,12,B
PPBPPB,PPPPPPBBBPPPPP,BBBBPP,11,P
BBBBBB,PPPPPBBPPPPPPPP,BPPBPP,13,P
BBBBPP,BBBBBBPBBBBBB,PBBBPB,12,B
PPPBBP,BBBBBBBPBBBBB,PPPBBP,12,B
PPBPBP,BBBBBPPBBBBB,PPPBPP,10,B
BBPPBB,PPPPPPPPBBPPPPPP,BBPBPB,14,P
PBPPBB,PPPPPBBPPPPPPPP,BBPPBB,13,P
PBPBBB,PPPPPBBPPPPPPPPPPPPP,BBPBBB,18,P
PPBBBP,BBBBBPPBBBBBB,PBBBPP,11,B
PPPBPB,PPPPPBBPPPPP,BPBPBP,10,P
BBPPBP,BBBBBPBBBBB,PBBBBP,10,B
PPBPBP,BBBBBBBBBPPPBBBBBBBBBBBB,PPPPBB,21,B
PBBBPP,BBBBBPBBBBB,PPBBPB,10,B
BPPPPB,PPPPPBPPPPP,BBBPBB,10,P
PPBBPP,BBBBBBPPBBBBBBBBBB,PPBPPP,16,B
BBPBPP,BBBBBPBBBBBB,PBBPBP,11,B
PPBPPB,PPPPPPBPPPPPPPPPP,BPBBPB,16,P
BPBBPP,BBBBBPBBBBB,PBPBPP,10,B
PPBBPP,BBBBBBBBPPBBBBB,PBBPBB,13,B
BPPBPB,PPPPPBPPPPPPPPPPPPPP,BPBPBB,19,P
BPPPPB,PPPPPPBBBPPPPPP,BBBBPP,12,P
PPBPBB,PPPPPBPPPPP,BBBPPB,10,P
BPBBBP,BBBBBPPPBBBBB,PBBBPB,10,B
BPBBPP,BBBBBBPPBBBBBBBBBBBB,PBBPPP,18,B
PBBPBP,BBBBBPBBBBBBB,PPPPPP,12,B
PPBPBP,BBBBBBBPPPBBBBBB,PPPPBB,13,B
BBPPPP,BBBBBBPPBBBBB,PPPPPP,11,B
BBPBBB,PPPPPBPPPPP,BPPPPB,10,P
PBBBBB,PPPPPPPPPBBPPPPP,BBBBBP,14,P
BPPBBB,PPPPPPBBBPPPPPP,BPPBBB,12,P
BBBPBB,PPPPPBBPPPPPPPPP,BPBBPB,14,P
BBBBBB,PPPPPBBBPPPPPP,BBBBPP,11,P
BBBBBB,PPPPPBBBPPPPPP,BBBBPP,11,P
BBBPPB,PPPPPBPPPPP,BBPPPB,10,P
BBBPPB,PPPPPBPPPPP,BBPPPB,10,P
PBBPPB,PPPPPBBPPPPPP,BBPPBP,11,P
PBPPPB,PPPPPBPPPPP,BPBPBB,10,P
BPPBPP,BBBBBBBBBBBBBBBBPBBBBBBB,PBPPBB,23,B
BPPPPP,BBBBBPBBBBB,PBPBPB,10,B
PPBBPP,BBBBBBPPPBBBBB,PPBBPP,11,B
PPPBBB,PPPPPBPPPPP,BPBBPB,10,P
PPPBBB,PPPPPBPPPPP,BPBBPB,10,P
PBBPBB,PPPPPBPPPPP,BBPPBB,10,P
BBPBPB,PPPPPBPPPPPPP,BPPBBB,12,P
BBBPPP,BBBBBBPPPBBBBBB,PPPPPP,12,B
BPPPPP,BBBBBPPBBBBBB,PBBBBB,11,B
PBPBPP,BBBBBPPBBBBBB,PBBPPB,11,B
BPPBPP,BBBBBPBBBBB,PPBPPP,10,B
BBBPPB,PPPPPPPBBPPPPP,BPPPBP,12,P
BPPBBP,BBBBBPPPBBBBB,PPBBBB,10,B
BBPBBP,BBBBBBPBBBBB,PBPPPP,11,B
BPBBPB,PPPPPPPBPPPPPP,BBBPPB,13,P
PBPPPP,BBBBBBBBPBBBBBB,PBPPBB,14,B
PPBBBB,PPPPPPBPPPPPP,BPPBBB,12,P
BPBPPP,BBBBBPPBBBBBB,PPPPPP,11,B
BPBBBP,BBBBBPBBBBBBBB,PPBBBB,13,B
BPPPBB,PPPPPBPPPPPP,BBPPPP,11,P
PBBBPB,PPPPPPPBBBPPPPPPP,BBPPPB,14,P
PPPBPP,BBBBBPBBBBBBBBB,PBBPPP,14,B
BPBBBP,BBBBBBBPBBBBB,PBBBPB,12,B
BBBPBB,PPPPPPBPPPPPP,BBPPBB,12,P
PBBBBP,BBBBBPBBBBBBB,PPBPPB,12,B
PBPBBP,BBBBBPBBBBBBBBBB,PBPPPB,15,B
PPPPPP,BBBBBPPBBBBBB,PPPPBP,11,B
PPBBBP,BBBBBPBBBBB,PPBPPB,10,B
BPBBPB,PPPPPPPBPPPPPP,BPPBPB,13,P
BBBBPB,PPPPPPBPPPPPP,BPBPPB,12,P
PPBPPP,BBBBBBBBPBBBBB,PPBPBP,13,B
BPPPPB,PPPPPPPBBBPPPPPPPPPP,BBBPPP,17,P
BBPPPP,BBBBBPBBBBBBBB,PPPBPB,13,B
PPBPPP,BBBBBBBBPBBBBBB,PBBBBP,14,B
BPPBBP,BBBBBPPPBBBBBBBBBBBBBB,PPPBBB,19,B
PBPBBP,BBBBBBPBBBBBB,PPPPPB,12,B
BPPPBB,PPPPPBPPPPP,BBBPPB,10,P
BPBPPB,PPPPPPPBPPPPPPP,BPBBPP,14,P
PBBBPB,PPPPPBBPPPPP,BPPBBB,10,P
BPBBPB,PPPPPPBPPPPP,BBPPPB,11,P
BBPPPP,BBBBBBBPBBBBB,PBPPBP,12,B
BBBPPP,BBBBBPBBBBBB,PPPPBB,11,B
PBBBBB,PPPPPPPBBBPPPPP,BBBBBP,12,P
BBBPBB,PPPPPPPBBPPPPP,BPPBPB,12,P
PPBPBB,PPPPPPBBPPPPPP,BPBBPB,12,P
PBPBBP,BBBBBBBPPPBBBBBB,PBPBBP,13,B
PBPPBP,BBBBBBBPPPBBBBBBBB,PBPBBP,15,B
PPBPBP,BBBBBBPBBBBBB,PPBBPB,12,B
PPPBPP,BBBBBBBBBBBBBBPPBBBBB,PPBBBB,19,B
BPPPBB,PPPPPPBPPPPPP,BBBBPP,12,P
PBBBBB,PPPPPPBBPPPPPP,BBBBBB,12,P
BBPBBP,BBBBBPPBBBBBBB,PPPPPB,12,B
BBPPBB,PPPPPBPPPPPPPP,BBPBBB,13,P
PPPPBP,BBBBBBBBBPBBBBB,PPPBBB,14,B
PPPBBB,PPPPPPPBPPPPP,BPBPPB,12,P
BBPPPB,PPPPPPPPBBBPPPPPPP,BPPPPB,15,P
BBPPBP,BBBBBBBPPBBBBBBBBB,PPPPPP,16,B
BPBBPP,BBBBBBBBBBPBBBBBB,PPPBPP,16,B
BPPPBP,BBBBBPPPBBBBBB,PPBBPP,11,B
PPPBPB,PPPPPBPPPPPPPPPP,BBPPPP,15,P
PPPBPP,BBBBBBBBBBPBBBBBB,PBPPBP,16,B
BPPPPB,PPPPPBBBPPPPP,BBBBPP,10,P
PPPBBB,PPPPPBPPPPPPPPP,BBBPBB,14,P
BBBPBP,BBBBBBPBBBBBBBB,PBPPBB,14,B
BPPBBB,PPPPPPBPPPPP,BPBBBP,11,P
PPPPPP,BBBBBBBBPBBBBBBB,PBBPBP,15,B
BPPBPB,PPPPPBBBPPPPP,BBPPPP,10,P
PBPPBP,BBBBBPBBBBBBBBBB,PPPPBB,15,B
PPPBPP,BBBBBPPBBBBBB,PPBBPP,11,B
PBBBPB,PPPPPBPPPPPP,BBPPPP,11,P
BBBBBB,PPPPPPBBBPPPPP,BBBBBB,11,P
BBBPPP,BBBBBPPBBBBBBB,PPPPPB,12,B
BBBPBB,PPPPPPPBPPPPP,BBBPPP,12,P
PPPBBP,BBBBBBPBBBBB,PPPBPP,11,B
BBBBPP,BBBBBBPPBBBBB,PBPBPB,11,B
BBBPPB,PPPPPPPBBPPPPPPP,BPBBBP,14,P
BBBPPP,BBBBBBBPBBBBBBBBB,PBBBPP,16,B
BBPPPB,PPPPPPBPPPPPP,BBBBPB,12,P
BPBPBB,PPPPPPBBBPPPPPPPPP,BBBBPB,15,P
PPBBPP,BBBBBBPPBBBBB,PBBBPP,11,B
BBPBPP,BBBBBPPBBBBBBB,PPBBPP,12,B
PBBPPB,PPPPPPBPPPPPP,BBPBBB,12,P
PBBPPB,PPPPPPBPPPPPP,BBPBBB,12,P
BBPPBB,PPPPPBPPPPPP,BPPPBB,11,P
BBBBPB,PPPPPBBPPPPP,BPBBPB,10,P
BBPPBB,PPPPPPBPPPPPP,BBBBBP,12,P
PPPBPB,PPPPPPPPPPBPPPPPPPPPPPPP,BPBBPB,23,P
PPBBPB,PPPPPBPPPPP,BBPPBP,10,P
BBBBBB,PPPPPPPPPPPBBPPPPPPP,BBPBBB,18,P
BPPBPP,BBBBBBBPBBBBBBBBB,PBBPBB,16,B
PPPPPP,BBBBBPBBBBB,PPBPPP,10,B
PPPPPP,BBBBBPBBBBB,PPBPPP,10,B
BBBPPP,BBBBBPBBBBBBB,PBPPPP,12,B
PPPPPP,BBBBBPPPBBBBB,PPPBPP,10,B
PBBPPP,BBBBBPBBBBBBBBB,PBPPPP,14,B
BBBBBB,PPPPPPBBBPPPPPP,BPPBPB,12,P
PPPPPP,BBBBBPPBBBBBBBBB,PBPBBP,14,B
BBBPBP,BBBBBPBBBBB,PPBBPP,10,B
PBBBPP,BBBBBPBBBBBBB,PPPPPP,12,B
PBPPPP,BBBBBPPPBBBBB,PBBPBB,10,B
PBPPPP,BBBBBPPPBBBBB,PBBPBB,10,B
BBPPBP,BBBBBPBBBBB,PBBPPP,10,B
BBPPBP,BBBBBPBBBBB,PBBPPP,10,B
BBPBPP,BBBBBPPBBBBBBB,PPBPPP,12,B
PBBPPB,PPPPPBPPPPP,BPPBBB,10,P
PPPBBB,PPPPPPBBBPPPPP,BPPBPP,11,P
PBPPPP,BBBBBBPPBBBBBB,PPBBBP,12,B
PPBBPP,BBBBBPBBBBBBBBBB,PBBBBP,15,B
PPPPBP,BBBBBBPPBBBBB,PBBBBB,11,B
BPBBBB,PPPPPBBPPPPP,BBPPPP,10,P
PPPPBP,BBBBBPBBBBBBB,PBBBBB,12,B
BPPPPP,BBBBBPPBBBBB,PBBPPB,10,B
PPBPBB,PPPPPBPPPPP,BBPPPP,10,P
BPPPPP,BBBBBPBBBBBBB,PPPBPP,12,B
PBBBPB,PPPPPBBPPPPPP,BBPBBB,11,P
PBPBBP,BBBBBBPPBBBBBBBB,PPBBBB,14,B
BPPPPB,PPPPPPBPPPPP,BBBBBB,11,P
PBPPPB,PPPPPPBPPPPPP,BBBBBB,12,P
BPPPBB,PPPPPBBBPPPPPP,BBPPBP,11,P
PBBBBB,PPPPPBPPPPPP,BBPBPB,11,P
BBPPPB,PPPPPPPPBPPPPP,BBBBBB,13,P
PBBPPP,BBBBBBPBBBBBB,PPBBBB,12,B
PPBPPP,BBBBBBBBBBPPPBBBBBB,PPPPPP,16,B
PPPBBP,BBBBBPPBBBBB,PPPPBB,10,B
BPPPBB,PPPPPBPPPPPP,BPBBBP,11,P
BPPPPB,PPPPPPBBPPPPPPP,BBBBPP,13,P
PPBBBB,PPPPPBBPPPPP,BPBPPB,10,P
PPBBBB,PPPPPBBPPPPP,BBPPPP,10,P
PPPPPP,BBBBBBBPBBBBBBB,PPBPPB,14,B
BBPPPP,BBBBBPBBBBB,PPPBPB,10,B
BPBBPP,BBBBBBPBBBBB,PBPBPP,11,B
BPPPBB,PPPPPPBPPPPPP,BBBBBB,12,P
BPPPBB,PPPPPPBPPPPPP,BBBBBB,12,P
PPBBBB,PPPPPPPPBPPPPPPPP,BPBBPB,16,P
PBBBBP,BBBBBPBBBBBB,PBPPBP,11,B
PPBBBB,PPPPPPPBPPPPP,BPPBPP,12,P
BPBBBB,PPPPPPBPPPPPPP,BBPPBB,13,P
BBPPBP,BBBBBBBBPPBBBBB,PPBPBB,13,B
PPPBPP,BBBBBBBPBBBBBB,PBBPPB,13,B
PBBBBB,PPPPPPPPPBBPPPPPPPP,BBBPPP,17,P
BPBPPP,BBBBBBPPBBBBBBBB,PPBPPP,14,B
BPPPBB,PPPPPBPPPPPP,BPBBPP,11,P
BPPBBP,BBBBBPPBBBBBB,PPPPPB,11,B
PPBBPB,PPPPPPPPBBPPPPP,BPBBBB,13,P
BPPBPP,BBBBBPPPBBBBBBBBBBBB,PBBPPB,17,B
BPPPBB,PPPPPBPPPPPPP,BPBBBP,12,P
PBBPPP,BBBBBPPPBBBBBBBBBB,PPPPPP,15,B
BBBPBB,PPPPPPPBPPPPPP,BBPPBB,13,P
PPBBPP,BBBBBPBBBBBBBB,PPPBBP,13,B
PBPBPP,BBBBBBPBBBBB,PBPBBB,11,B
PBBBBB,PPPPPBPPPPP,BPBBPP,10,P
PPPPPP,BBBBBPPPBBBBB,PBBBPB,10,B
BBPBBP,BBBBBBPPBBBBBB,PBBPBP,12,B
PBBBBP,BBBBBBBBPPBBBBB,PBPBBP,13,B
PBPBBB,PPPPPPBBPPPPP,BBPBBB,11,P
PPPBBP,BBBBBPPBBBBBB,PBBPPP,11,B
PBBPBP,BBBBBBBBBBPPBBBBBBBB,PBPPPB,18,B
PPBPPP,BBBBBPPBBBBBB,PPPPPP,11,B
PBPPPP,BBBBBBPPPBBBBB,PBBBBB,11,B
PPPBPP,BBBBBPPPBBBBBB,PBPPPP,11,B
PBBPPB,PPPPPBBPPPPP,BBPPPB,10,P
PPBBPB,PPPPPPPBBBPPPPP,BBPPBP,12,P
BPPPBB,PPPPPPBPPPPP,BPBPBP,11,P
PPPPBP,BBBBBBBBBBPPBBBBBB,PBBBBP,16,B
PBBBBB,PPPPPPBBPPPPPPP,BBBPPB,13,P
PPBPBB,PPPPPBBPPPPPP,BBPPBB,11,P
BPBBPP,BBBBBBPPPBBBBB,PPPPPP,11,B
BPBBPP,BBBBBBPPPBBBBB,PPPPPP,11,B
PPBBBP,BBBBBBPPBBBBB,PPPPPP,11,B
BBBBPB,PPPPPBPPPPP,BBPBBP,10,P
BPPBBP,BBBBBBPPPBBBBBBBBBB,PPPPPB,16,B
BPPPPB,PPPPPBBPPPPPP,BBBBPB,11,P
PBPPPB,PPPPPPBPPPPPP,BPPBBB,12,P
BBPBBB,PPPPPBBPPPPPP,BPBBPP,11,P
BPBPBP,BBBBBPBBBBBBB,PBBBBB,12,B
BBBPBP,BBBBBPPBBBBB,PBPPBP,10,B
BPBPPP,BBBBBPBBBBBB,PPPBPP,11,B
PBPPBP,BBBBBPBBBBBBBBBBBB,PPBBPP,17,B
PPPBPP,BBBBBPPPBBBBBBBB,PBBPBP,13,B
PBBPBP,BBBBBPPBBBBBBBB,PBBBPP,13,B
BBPPBP,BBBBBBBBBPBBBBB,PBBPBP,14,B
PPBBBP,BBBBBPBBBBBBBB,PPPPPP,13,B
PBPPPP,BBBBBBPPPBBBBBBB,PPBPBB,13,B
PPBBPP,BBBBBBBBPBBBBBB,PPBBBB,14,B
BPBPPP,BBBBBPPBBBBBB,PBBBBB,11,B
PPBBPB,PPPPPPPPBBBPPPPP,BBPBPP,13,P
PPBBPB,PPPPPBBPPPPP,BBBPPB,10,P
PBPBPP,BBBBBBBPPBBBBB,PPBPBB,12,B
PBPBPP,BBBBBBBPPBBBBB,PPBPBB,12,B
PBBBBB,PPPPPBPPPPPPP,BBBBBP,12,P
BPBBPP,BBBBBPPBBBBBB,PPBBBP,11,B
BPPPPP,BBBBBPPBBBBB,PBPBPP,10,B
BBPBBB,PPPPPBBPPPPP,BBBPPP,10,P
PPBPPP,BBBBBBPBBBBBBB,PPBBPP,13,B
PPBBBB,PPPPPPBBPPPPPPPPP,BPPPPB,15,P
PPPPPP,BBBBBBPBBBBBB,PPPBBP,12,B
BPPPPB,PPPPPPBPPPPP,BBBPPP,11,P
BBPPPP,BBBBBBBPPPBBBBB,PBBBBB,12,B
BBPPPP,BBBBBBBPPPBBBBB,PBBBBB,12,B
PPPBBB,PPPPPPPPBBBPPPPPP,BBBBBP,14,P
BPPPBP,BBBBBPBBBBB,PBPBBB,10,B
BPPPBP,BBBBBPBBBBB,PBPBBB,10,B
BBPBBP,BBBBBBBBBPPPBBBBB,PBBBPB,14,B
PBBBBP,BBBBBBPPBBBBBBBB,PBBBBP,14,B
BPBBBB,PPPPPBBPPPPP,BBPPPB,10,P
BBPBBB,PPPPPPBPPPPP,BPBBBB,11,P
PPPPBB,PPPPPBBBPPPPP,BPBPBB,10,P
BBBPPB,PPPPPBBPPPPPP,BPBBPP,11,P
BPBPBP,BBBBBPPPBBBBB,PPPPBB,10,B
BPBPBP,BBBBBPPPBBBBB,PPPPBB,10,B
PPBBBP,BBBBBBBPBBBBB,PBPPPP,12,B
BBBBPB,PPPPPPPBBPPPPPPP,BBPBBP,14,P
PBBPPP,BBBBBBPBBBBBB,PBBBPB,12,B
PBBPPB,PPPPPBBPPPPP,BBPPPB,10,P
BBPBBP,BBBBBBPPBBBBB,PPPPPP,11,B
BPPBBP,BBBBBPBBBBB,PBPBBP,10,B
BPBPBB,PPPPPBPPPPPP,BBBBPB,11,P
BPPBPP,BBBBBBBBBPBBBBBBB,PBPBBB,16,B
PPBBBP,BBBBBPBBBBBBB,PPPBBB,12,B
PPBPPP,BBBBBPPBBBBB,PPBBPP,10,B
BPPPPP,BBBBBPBBBBB,PPBBPP,10,B
BPPPPB,PPPPPBBBPPPPPPPP,BPBPBB,13,P
BBPPPP,BBBBBBBBBBPBBBBB,PPPPPP,15,B
PBBPPB,PPPPPPPBPPPPP,BPBBPB,12,P
PBBPPP,BBBBBPBBBBB,PPPPBB,10,B
BBPPPP,BBBBBBPBBBBBBBB,PPBBBB,14,B
PBPPBB,PPPPPPBBPPPPP,BBPPPB,11,P
BBBBBB,PPPPPPBPPPPP,BPBBBB,11,P
PBPPBP,BBBBBPPPBBBBB,PBBBBB,10,B
PPPPBP,BBBBBPPBBBBB,PBBPPB,10,B
PPPPPP,BBBBBPPBBBBB,PBPPPP,10,B
PBPBBB,PPPPPPBPPPPPPPPPPP,BBBBPB,17,P
BPPPBB,PPPPPPPPPBPPPPP,BBPBBB,14,P
PPBBPB,PPPPPPPPPPBPPPPP,BPPPBP,15,P
PPBBPB,PPPPPPPPPPBPPPPP,BPPPBP,15,P
PBBPPB,PPPPPBBBPPPPPP,BPBPPB,11,P
BPPBPB,PPPPPBPPPPP,BBPPPP,10,P
PPBPBP,BBBBBPBBBBBB,PPPBBP,11,B
BBPPBP,BBBBBBBBBPPPBBBBB,PPPPPP,14,B
BBBBBB,PPPPPPBPPPPPPP,BBBBPP,13,P
BBBPBP,BBBBBPBBBBBBBBBB,PPBBPP,15,B
BPBPPP,BBBBBPBBBBB,PPBBBB,10,B
PPPPPP,BBBBBBBPBBBBBB,PPPBBP,13,B
BBPPPP,BBBBBBBBPBBBBBBB,PPPPPP,15,B
BBPPPB,PPPPPPPPPPBPPPPPP,BPPBBP,16,P
PBBPBB,PPPPPPPPBBBPPPPPP,BBPPBP,14,P
BBBPPP,BBBBBBPBBBBB,PPBBBB,11,B
PPBBBP,BBBBBBBBPPBBBBBB,PBBPPP,14,B
BPPPPP,BBBBBPBBBBB,PPBBPP,10,B
PPBBPP,BBBBBBBPBBBBB,PPBPPP,12,B
PPBPPB,PPPPPPBBPPPPPPPPPP,BBBBBP,16,P
PPBBBP,BBBBBBBPBBBBBB,PBPPPB,13,B
BPPBBP,BBBBBBPBBBBB,PPBPBB,11,B
BPPBBP,BBBBBBPBBBBB,PPBPBB,11,B
PPPBBP,BBBBBBPPBBBBBBBB,PPPPBB,14,B
PBBBPP,BBBBBBPBBBBB,PPPPPB,11,B
BBBBBB,PPPPPBBPPPPP,BPBPPP,10,P
PBPPPB,PPPPPPPPPPBPPPPPPP,BPPBBB,17,P
PBPPPB,PPPPPPPPPPBPPPPPPP,BPPBBB,17,P
BBBPPP,BBBBBBBPPBBBBBBBBBBBB,PPBBBB,19,B
BPPBPP,BBBBBBBBBBPPPBBBBBB,PPPPBP,16,B
PBPPPB,PPPPPBBPPPPPPP,BBBPPB,12,P
PPBPPB,PPPPPPBPPPPP,BBPPBB,11,P
PBBBBB,PPPPPPPPBBPPPPP,BBBBPP,13,P
PPPBBP,BBBBBBBPBBBBB,PPBBPP,12,B
BPPBBB,PPPPPBPPPPP,BBBBBP,10,P
PPPBBP,BBBBBBPBBBBBB,PPBBBB,12,B
BBBPPB,PPPPPPBBBPPPPPP,BBBBPP,12,P
PBPBBP,BBBBBPBBBBBBBB,PBBBPP,13,B
PPPPPP,BBBBBBPBBBBB,PBPBBB,11,B
BPBBBB,PPPPPBBBPPPPP,BBBPPP,10,P
BPBBBB,PPPPPBBBPPPPP,BBBPPP,10,P
BPBBBP,BBBBBPPBBBBB,PBBPPP,10,B
BBBPPP,BBBBBBBBPPBBBBBB,PPBBPB,14,B
BBBPBB,PPPPPPPPPBBBPPPPP,BPPPBB,14,P
PPPPPP,BBBBBBBBBPBBBBBB,PPBPPP,15,B
PPBBBP,BBBBBBBPPPBBBBB,PPBPBP,12,B
BPBBPB,PPPPPBPPPPP,BBBPBB,10,P
BBPPPP,BBBBBPBBBBBBBBB,PBBPBP,14,B
BBPPBB,PPPPPPPBBPPPPP,BPBPPP,12,P
BBBBBB,PPPPPPBBPPPPPP,BBPBPB,12,P
BPPPBB,PPPPPPPPPBPPPPPP,BBBBPP,15,P
BBPPPB,PPPPPPPBBPPPPP,BPBPBP,12,P
BBPBBP,BBBBBPPBBBBBBBBBB,PPBPPB,15,B
BBPPBP,BBBBBPBBBBBBB,PPPPPB,12,B
PPBBBB,PPPPPBPPPPPPPP,BBBPBB,13,P
PBBBBB,PPPPPPPPPPPPBBBPPPPP,BBBBPP,17,P
BPBPBB,PPPPPPBBBPPPPP,BBBPPB,11,P
BBBBBB,PPPPPBBPPPPPPP,BBBPPB,12,P
BBPBBB,PPPPPPBPPPPP,BBPPBP,11,P
PPBBBB,PPPPPBPPPPPP,BPPBBB,11,P
PPPBPP,BBBBBBPPBBBBBB,PPPPPP,12,B
PBBBBP,BBBBBBBPPBBBBBBB,PPPPBP,14,B
BPPPPB,PPPPPPBPPPPPPP,BPPPPP,13,P
PBBBPP,BBBBBBBPPPBBBBBB,PPPPBB,13,B
BPPPPP,BBBBBBBBBBBBBBBBPPPBBBBBBBB,PBBPBB,24,B
PBBPBB,PPPPPBPPPPPP,BPBBBP,11,P
PBBPPB,PPPPPPBBPPPPPPPPPPPP,BPPPPB,18,P
PPPBBB,PPPPPPPBBBPPPPPP,BBBBPP,13,P
PPBBPB,PPPPPPPBPPPPP,BPBBBP,12,P
PPBBPB,PPPPPPPBPPPPP,BPBBBP,12,P
PPPBPB,PPPPPPPPPPBPPPPPP,BBBBPP,16,P
PBBPBB,PPPPPBBPPPPP,BPPBPP,10,P
BPBPBP,BBBBBPBBBBB,PBBBBB,10,B
PBBPBB,PPPPPBBBPPPPP,BPBPPB,10,P
PBBBPB,PPPPPPBPPPPPPPP,BPBBBB,14,P
PBPPBP,BBBBBBBPPBBBBBBB,PPPBBP,14,B
BPPBBP,BBBBBPBBBBB,PBBBPB,10,B
BPBBPB,PPPPPBPPPPP,BPBPBB,10,P
PBBPPB,PPPPPBBBPPPPP,BBBPPP,10,P
BPBBBP,BBBBBPPBBBBB,PPPPPB,10,B
PPPPBB,PPPPPPBBPPPPPPPPPP,BBBBBP,16,P
BBPPBB,PPPPPBPPPPP,BPPBBB,10,P
PPPPBP,BBBBBPPBBBBBBB,PBBPBP,12,B
BPPPPB,PPPPPPBBBPPPPP,BBPPPP,11,P
BPPBBB,PPPPPBBBPPPPPP,BBBPPP,11,P
BPPPPP,BBBBBBPBBBBBB,PPPBPP,12,B
BPBPPP,BBBBBPBBBBB,PPPPBB,10,B
PPBBBB,PPPPPPPBBBPPPPPP,BPPPBP,13,P
PPBBBB,PPPPPPPBBBPPPPPP,BPPPBP,13,P
BPPBPP,BBBBBBPBBBBBBBBB,PBBPPP,15,B
BBPPPB,PPPPPPPBBBPPPPP,BPBBPP,12,P
BPPPBB,PPPPPBBBPPPPPP,BPBBBP,11,P
PBBBPP,BBBBBBPBBBBBBB,PPBPPP,13,B
PPBPPP,BBBBBBBBBBPPBBBBBB,PPPPBP,16,B
BBPPBB,PPPPPBBBPPPPP,BBBBBB,10,P
